Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)|Latitud|Longitud
  Emerson 1, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|37000|2|2.0|191|19.433530800000003|-99.1888509
  Viaducto Tlalpan 000, 000, Tlalpan, Distrito Federal (cdmx)|14300|3|3.0|123|19.2898477|-99.1522034
  3 Picos 12, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|3.0|250|19.4284413|-99.1863053
  Coyoacan 0, Del Valle Centro, Benito Juárez, Distrito Federal (cdmx)|23000|2|2.0|140|19.3842782|-99.16784140000001
  Ph En Renta De 2 Niveles En Polanco., Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|45000|3|2.0|305|19.445374899999997|-99.18171070000001
  Río Sena 67, 203, Cuauhtémoc, Distrito Federal (cdmx)|29000|2|2.0|100|19.430421300000003|-99.1662906
  Paseo De La Reforma 222, Cuauhtémoc, Distrito Federal (cdmx)|45000|2|2.0|125|19.4286725|-99.16166820000001
  Av. Santa Fe 449, Loma De Santa Fe, Cuajimalpa De Morelos|4000000|3|2.0|173|19.3621383|-99.2667033
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.2016516
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.2016516
  Lope De Vega 237, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|30000|1|1.0|70|19.4341567|-99.1873743
  Lago Alberto 32o, 25, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|35000|3|2.0|150|19.4399893|-99.1852486
  San Camilo 26, 702, Tlalpan, Distrito Federal (cdmx)|10000|2|1.0|55|19.28656|-99.1321471
  Cuitláhuac 94, Gustavo A. Madero, Distrito Federal (cdmx)|12000|3|2.0|95|19.473083|-99.1492211
  Constituyente Amilcar Vidal 149, Lomas De Memetla, Distrito Federal (cdmx)|8000|1|1.0|65|19.3583576|-99.2866262
  Arneses 10, Iztapalapa, Distrito Federal (cdmx)|11000|3|1.0|81|19.356014899999998|-99.1101435
  Juan Sanchez Azcona 1426, 104, Del Valle Sur, Benito Juárez, Distrito Federal (cdmx)|17000|1|1.0|80|19.3767641|-99.1642438
  Eugenio Sue 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|66000|2|3.0|170|19.4377529|-99.1935959
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Horacio 1609, 1001, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|130|19.4356965|-99.2076746
  Adolfo Prieto 125, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|3.0|165|19.399095300000003|-99.1660784
  Homero 0, 9, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|40000|3|2.0|190|19.4359961|-99.1980942
  Campos Elíseos 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1261325|3|4.0|213|19.4272576|-99.1936044
  Juarez Y Zarco  12, Cuajimalpa De Morelos, Distrito Federal (cdmx)|15000|2|2.0|60|19.3544035|-99.2949992
  Prolongacion Paseo De La Reforma 307, 4, Lomas De Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|21000|2|2.0|74|19.3795682|-99.2538313
  Pablo Ucello 51, Ciudad De México, Distrito Federal (cdmx)|16600|2|2.0|110|19.382220800000002|-99.1830482
  Río Sena 67, 203 A, Cuauhtémoc, Distrito Federal (cdmx)|27000|2|2.0|100|19.430421300000003|-99.1662906
  Lago Constanza 27, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|20500|2|2.0|68|19.449108600000002|-99.1868876
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|4317613|2||43|19.3613167|-99.1885042
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|2361589|1||27|19.3613167|-99.1885042
  Periferico Sur 4091, Ciudad De México, Distrito Federal (cdmx)|12000|4|3.0|120|19.3064279|-99.211316
  General Pedro Antonio De Los Santos 0, 204, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|17000|3|2.0|150|19.4103796|-99.1831385
  Eugenio Sue 200, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|65000|3|3.0|208|19.4341173|-99.19415179999999
  Moliere 340 B Polanco M. Hidalgo Cdmx, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|30000|2|1.0|110|19.437172600000004|-99.2012363
  Francisco Petrarca 139, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|873225|3|3.0|177|19.4362197|-99.1857304
  Coahuila 159, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|32000|2|2.0|150|19.411271300000003|-99.1633655
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Anatole France 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|54334|2|3.0|210|19.4311987|-99.1976385
  Insurgentes Sur 297, Ciudad De México, Distrito Federal (cdmx)|24000|3|2.0|115|19.414801999999998|-99.1659622
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151
  Canalito 1, Progreso Tizapan, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|1.0|68|19.3401218|-99.20625340000001
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.2160841
  Eugenio Sue 0, Pb, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|108000|3|4.0|250|19.4377529|-99.1935959
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|6500|2|1.0|60|19.2876015|-99.2258515
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|5200|2|1.0|60|19.2876015|-99.2258515
  Salamanca 0, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|14500|1|1.0|35|19.4205382|-99.1701058
  Rancho Calichan 51, A-402, Tlalpan, Distrito Federal (cdmx)|10000|2|1.0|86|19.298158800000003|-99.1282555
  Parroquia 411, Benito Juárez, Distrito Federal (cdmx)|21000|3|2.0|110|19.3701633|-99.1742779
  Prolongación División Del Norte 4134, 1c, Tlalpan, Distrito Federal (cdmx)|12000|2|1.0|84|19.2945565|-99.1314271
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|7500|2|1.0|72|19.2751896|-99.1724386
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|4000|2|1.0|33|19.2751896|-99.1724386
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.2160841
  Lago Como 128, 504, Miguel Hidalgo, Distrito Federal (cdmx)|11000|2|2.0|66|19.4464049|-99.1836748
  Camino Antiguo Santa Fe, Numero 55, Corpus Christy, Álvaro Obregón, Distrito Federal (cdmx)|4200|2|2.0|70|19.3686704|-99.25737729999999
  Lomas De Becerra Edif 7 Dep 1, Álvaro Obregón, Distrito Federal (cdmx)|9000|2|1.0|73|19.384945499999997|-99.2138697
  Cholula 20, 301 Y 502, Miguel Hidalgo, Distrito Federal (cdmx)|29000|3|2.0|110|19.430657500000002|-99.2083953
  Nelly Campobello 129, Álvaro Obregón, Distrito Federal (cdmx)|9000|2|2.0|73|19.383796399999998|-99.1971753
  Patricio Sanz 1357, Tlacoquemecatl, Benito Juárez, Distrito Federal (cdmx)|28000|3|4.0|152|19.3773756|-99.1738399
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|4317613|2||43|19.3613167|-99.1885042
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|2361589|1||27|19.3613167|-99.1885042
  Uman 11, Tlalpan, Distrito Federal (cdmx)|8500|3|1.0|80|19.2811336|-99.2283237
  Av. F.f.cc. Nacionales 1940, Azcapotzalco, Distrito Federal (cdmx)|7800|2|1.0|60|19.4704246|-99.1905284
  Ruben Dario 35, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|2425625|3|4.0|429|19.4300669|-99.1821687
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.19977390000001
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.19977390000001
  Calle Lago Zurich 245, Delegación Miguel Hidalgo, 11529 Ciudad De México, Cdmx, Miguel Hidalgo, Distrito Federal (cdmx)|30000|3|3.0|145|19.4416421|-99.2039005
  Villalongin 82, Cuauhtémoc, Distrito Federal (cdmx)|18500|2|2.0|95|19.432859|-99.16392950000001
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|20|19.3584142|-99.17777059999999
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|28000|2|2.0|45|19.3584142|-99.17777059999999
  Lamartine 0, 501, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|120|19.432127800000004|-99.18975379999999
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|155240|4|4.0|400|19.4279636|-99.221941
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|174645|3|4.0|353|19.4279636|-99.221941
  Ejército Nacional 225, Ciudad De México, Distrito Federal (cdmx)|23000|2|2.0|104|19.4367558|-99.1793111
  Calle Pitágoras 284, Benito Juárez, Distrito Federal (cdmx)|19405|1|1.0|71|19.398350100000002|-99.1573626
  Arquimedes 196, 2, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|36000|3|3.0|200|19.4363783|-99.1907524
  Carretera Mexico Toluca 2500, Santa Fe Cuajimalpa, Cuajimalpa De Morelos|27000|3|4.0|127|19.388847199999997|-99.2400876
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|7500|2|1.0|72|19.2751896|-99.1724386
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|4000|2|1.0|33|19.2751896|-99.1724386
  Nubia 264, Del Recreo, Azcapotzalco, Distrito Federal (cdmx)|10500|2|1.0|55|19.4735213|-99.1823344
  Calzada De Tlalpan 1510, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)|14000|2|2.0|70|19.3632488|-99.1424011
  Begonias 1, Clavería, Azcapotzalco, Distrito Federal (cdmx)|8750|2|1.0|75|19.4635773|-99.18051390000001
  Prolongación Paseo De La Reforma 307, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|19500|2|2.0|75|19.3795682|-99.2538313
  José María Izazaga 20, Distrito Federal (cdmx)|18000|2|1.0|80|19.426923100000003|-99.1408698
  Renta Residencial La Jolla Bosques De La Reforma 1592, Bosques De Las Lomas, Cuajimalpa De Morelos, Bosques De Las Lomas, Cuajimalpa De Morelos|97025|3|3.0|400|19.3846052|-99.2638167
  Mimosa 3, Distrito Federal (cdmx)|3500|1|1.0|30|19.333569100000002|-99.233711
  Calle  3, Agrícola Pantitlán, Iztacalco|3500|1|1.0|35|19.413731100000003|-99.0644816
  Calzada De Las Aguilas 1124, Ciudad De México, Distrito Federal (cdmx)|7700|2|1.0|60|19.349237300000002|-99.2248749
  Bahia De San Hipolito 43, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|17500|2|2.0|74|19.4400986|-99.17682420000001
  Barranquilla 139, Gustavo A. Madero, Distrito Federal (cdmx)|10500|2|1.0|66|19.5019839|-99.1276727
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.2160841
  Ave. Carlos Lazo 20, Álvaro Obregón, Distrito Federal (cdmx)|22000|1|1.0|120|19.363825199999997|-99.2659316
  6ta Cerrada De Francisco I Madero, Ex Ejido De Santa Ursula Coapa, Ex-ejido De Santa Ursula Coapa, Ciudad De México|2900|3||80|19.3043162|-99.1413745
  Calle La Paz  6 Colonia San Lorenzo Huipulco, San Lorenzo Huipulco, Tlalpan, Distrito Federal (cdmx)|2500|34|14.0|200|19.298513399999997|-99.1487787
  Pocito 139, 7, Popotla, Miguel Hidalgo, Distrito Federal (cdmx)|8300|3|1.0|70|19.455213600000004|-99.1827196
  Prol Bosque De La Reforma 1455, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|56500|3|4.0|380|19.3878909|-99.2631725
  Av. Aquiles Serdan 671, Centro De Azcapotzalco, Distrito Federal (cdmx)|13200|2|1.0|64|19.4836447|-99.1878718
  Jesús Lecuona 90, 3, Tlalpan, Distrito Federal (cdmx)|8500|2|1.0|80|19.285040600000002|-99.1982905
  Av. Jardín 257, Ampliación Del Gas, Azcapotzalco, Distrito Federal (cdmx)|13000|1|1.0|51|19.465393|-99.1589121
  Andres Molina Enriquez 4118, Cuauhtémoc, Distrito Federal (cdmx)|5000|1|1.0|40|19.4069017|-99.1285417
  Etla 15, Cuauhtémoc, Cuauhtémoc, Distrito Federal (cdmx)|21000|1|1.0|50|19.4064379|-99.17536650000001
  Miguel De Cervantes De Saavedra 303, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|1455375|3|3.0|221|19.440692600000002|-99.2047001
  Jesus Del Monte 245, Jesús Del Monte, Cuajimalpa De Morelos|23500|2|2.0|98|19.3675283|-99.2925703
  Miguel De Cervantes Saavedra 443, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|43000|3|2.0|110|19.4406215|-99.2079858
  Avenida 2 200, San Pedro De Los Pinos, Álvaro Obregón, Distrito Federal (cdmx)|14500|2|2.0|90|19.388758199999998|-99.1845614
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|6500|2|1.0|60|19.2876015|-99.2258515
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|5200|2|1.0|60|19.2876015|-99.2258515
  Bartolome R Salido 166, Vertiz Narvarte, Benito Juárez, Distrito Federal (cdmx)|16000|2|2.0|76|19.3821537|-99.1503048
  Avenida Parque Lira 141, 12, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|15000|2|1.0|95|19.4043632|-99.1877986
  Prol. Paseo De La Reforma 3700, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|56500|3|4.0|380|19.3883491|-99.24091379999999
  Antigua Taxqueña 164, Coyoacán, Distrito Federal (cdmx)|17500|3|2.0|115|19.3451105|-99.1530858
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.2016516
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.2016516
  Gabino Barreda 117, San Rafael, Ciudad De México|4500|2|1.0|70|19.436176899999996|-99.1644315
  Av Tamapulipas 250, San Francisco Culhuacán Barrio De Santa Ana, Ciudad De México|66000|4|4.0|320|19.333673|-99.123239
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.1690951
  Parras 15, Hipódromo, Cuauhtémoc, 06100, México D.f., Distrito Federal (cdmx)|4500|1|1.0|11|19.4146434|-99.1702334
  Avenida México No. 133, Colonia Hipódromo, Delegación Cuauhtémoc, Ciudad De México, Ciudad De México, Distrito Federal (cdmx)|15500|1|1.0|40|19.4107758|-99.1690226
  Calle 4 Num 308, Agrícola Pantitlán, Iztacalco|4500|2|1.0|60|19.4155236|-99.0623488
  Arquimedes 1, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|240|19.4261608|-99.1917496
  Cuitlahuac 19, Isidro Fabela, Tlalpan, Distrito Federal (cdmx)|15500|3|3.0|120|19.2974784|-99.1707496
  Parque Lira 0, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|15000|2|1.0|93|19.4099693|-99.19050959999998
  Rio Elba 30, Cuauhtémoc, Distrito Federal (cdmx)|21000|2|1.0|120|19.425413199999998|-99.1748833
  Cerrada De La Cruz 12, Cuajimalpa De Morelos, Distrito Federal (cdmx)|21000|2|2.0|94|19.3574017|-99.287644
  San Marcos 11, Ciudad De México, Distrito Federal (cdmx)|16300|3|3.0|120|19.3075075|-99.2306311
  Plutarco Elias Calles 282, Iztacalco, Distrito Federal (cdmx)|10000|2|1.0|72|19.3978246|-99.1119502
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10100|2|2.0|65|19.4814269|-99.1948158
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10000|2|2.0|67|19.4814269|-99.1948158
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10100|2|2.0|65|19.4814269|-99.1948158
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10000|2|2.0|67|19.4814269|-99.1948158
  Fracc Copal Lt 2 Edf D104, San Pedro Zacatenco, Gustavo A. Madero|1500|2|1.0|1|19.506951500000003|-99.12140450000001
  Av Ejercito Nacional 769 Esq Moliere, Miguel Hidalgo, Ciudad De México, Distrito Federal (cdmx)|38000|2|2.0|115|19.439641|-99.1995083
  2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2500|1|1.0|35|19.496732|-99.14251290000001
  Revillagigedo 18, Distrito Federal (cdmx)|34929|3|2.0|115|19.4342202|-99.1456585
  Lago Alberto 00, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|25000|2|2.0|90|19.4386555|-99.1808203
  Av. De Los Bosques 1516 Col. Lomas De Chamizal, Lomas Del Chamizal, Cuajimalpa De Morelos|45000|3|4.0|285|19.399668300000002|-99.25648670000001
  Cholula 10, Hipódromo Condesa, Cuauhtémoc, Distrito Federal (cdmx)|28750|2|2.0|93|19.4102375|-99.1736072
  Avenida Paseo De Las Palmas 800, Lomas De Chapultepec I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|679175|3|3.0|320|19.428531600000003|-99.2160841
  Lago Zurich 244 Ph, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|110|19.442756600000003|-99.202496
  Concepcion Beistigui 616, 201, Del Valle, Benito Juárez, Distrito Federal (cdmx)|15000|2|2.0|80|19.3898495|-99.1674013
  Miguel De Cervantes Saavedra 380, Colonia Irrigación, Miguel Hidalgo, Distrito Federal (cdmx)|35000|2|2.0|154|19.439811600000002|-99.2057069
  Cuitlahuac 44, Guadalupe Victoria, Ciudad De México|8500|2|2.0|60|19.4715893|-99.13967480000001
  Sullana 700, Lindavista Sur, Gustavo A. Madero|2300|1|1.0|500|19.4927652|-99.13923759999999
  Mazaryk 400, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|50000|4|5.0|350|19.4317034|-99.198464
  Calzada Del Hueso 300, Ciudad De México, Distrito Federal (cdmx)|6000|1|1.0|20|19.3079824|-99.1341744
  Sur 143 1614, Iztacalco, Distrito Federal (cdmx)|7000|2|1.0|120|19.3878741|-99.09842579999999
  A 2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2500|1|1.0|40|19.496732|-99.14251290000001
  Josafat F. Márquez 26, Colonial Iztapalapa, Iztapalapa, Distrito Federal (cdmx)|7500|2|2.0|78|19.3446888|-99.0573055
  Av. Talleres Graficos 42b, Agrícola Pantitlán, Iztacalco|5500|2|1.0|64|19.4145621|-99.0712658
  Calle 31 No. 13, Álvaro Obregón, Col. Olivar Del Conde, Álvaro Obregón, Distrito Federal (cdmx)|4000|2|1.0|64|19.372131200000002|-99.2207334
  Alpes 2001 Periferico Sur, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|2.0|76|19.3305129|-99.210092
  Calle 31-13 Col. Olivar Del Conde 2da Sección, Delegación Álvaro Obregón, Ciudad De México, Distrito Federal (cdmx)|4200|2|1.0|140|19.372131200000002|-99.2207334
