Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)|Latitud|Longitud|Coordinates|Distance
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Anatole France 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|54334|2|3.0|210|19.4311987|-99.1976385|19.4311987,-99.1976385|7.094809554771575 km
  Insurgentes Sur 297, Ciudad De México, Distrito Federal (cdmx)|24000|3|2.0|115|19.414802|-99.1659622|19.414801999999998,-99.1659622|3.4295197303082614 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Canalito 1, Progreso Tizapan, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|1.0|68|19.3401218|-99.2062534|19.3401218,-99.20625340000001|10.937332361456873 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Eugenio Sue 0, Pb, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|108000|3|4.0|250|19.4377529|-99.1935959|19.4377529,-99.1935959|6.9709353762599875 km
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|6500|2|1.0|60|19.2876015|-99.2258515|19.2876015,-99.2258515|16.7389356446265 km
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|5200|2|1.0|60|19.2876015|-99.2258515|19.2876015,-99.2258515|16.7389356446265 km
  Salamanca 0, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|14500|1|1.0|35|19.4205382|-99.1701058|19.4205382,-99.1701058|3.983438797330424 km
  Rancho Calichan 51, A-402, Tlalpan, Distrito Federal (cdmx)|10000|2|1.0|86|19.298158800000003|-99.12825550000001|19.298158800000003,-99.1282555|12.48886993926413 km
  Parroquia 411, Benito Juárez, Distrito Federal (cdmx)|21000|3|2.0|110|19.3701633|-99.1742779|19.3701633,-99.1742779|6.211563832242563 km
  Prolongación División Del Norte 4134, 1c, Tlalpan, Distrito Federal (cdmx)|12000|2|1.0|84|19.2945565|-99.1314271|19.2945565,-99.1314271|12.877097598669415 km
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|7500|2|1.0|72|19.2751896|-99.17243859999999|19.2751896,-99.1724386|15.564235656398496 km
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|4000|2|1.0|33|19.2751896|-99.17243859999999|19.2751896,-99.1724386|15.564235656398496 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Lago Como 128, 504, Miguel Hidalgo, Distrito Federal (cdmx)|11000|2|2.0|66|19.4464049|-99.1836748|19.4464049,-99.1836748|6.569653481915451 km
  Camino Antiguo Santa Fe, Numero 55, Corpus Christy, Álvaro Obregón, Distrito Federal (cdmx)|4200|2|2.0|70|19.3686704|-99.2573773|19.3686704,-99.25737729999999|13.818279865039383 km
  Lomas De Becerra Edif 7 Dep 1, Álvaro Obregón, Distrito Federal (cdmx)|9000|2|1.0|73|19.3849455|-99.2138697|19.384945499999997,-99.2138697|8.908957281884998 km
  Cholula 20, 301 Y 502, Miguel Hidalgo, Distrito Federal (cdmx)|29000|3|2.0|110|19.4306575|-99.20839529999999|19.430657500000002,-99.2083953|8.157764136429995 km
  Nelly Campobello 129, Álvaro Obregón, Distrito Federal (cdmx)|9000|2|2.0|73|19.3837964|-99.1971753|19.383796399999998,-99.1971753|7.32195825212382 km
  Patricio Sanz 1357, Tlacoquemecatl, Benito Juárez, Distrito Federal (cdmx)|28000|3|4.0|152|19.3773756|-99.1738399|19.3773756,-99.1738399|5.624433059294299 km
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|4317613|2||43|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|2361589|1||27|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Uman 11, Tlalpan, Distrito Federal (cdmx)|8500|3|1.0|80|19.2811336|-99.2283237|19.2811336,-99.2283237|17.474315410901514 km
  Av. F.f.cc. Nacionales 1940, Azcapotzalco, Distrito Federal (cdmx)|7800|2|1.0|60|19.4704246|-99.1905284|19.4704246,-99.1905284|8.901540658236028 km
  Ruben Dario 35, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|2425625|3|4.0|429|19.4300669|-99.1821687|19.4300669,-99.1821687|5.528536333536337 km
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495|19.2716716,-99.208495|17.302960589883423 km
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495|19.2716716,-99.208495|17.302960589883423 km
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.1997739|19.4335413,-99.19977390000001|7.391778374534651 km
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.1997739|19.4335413,-99.19977390000001|7.391778374534651 km
  Calle Lago Zurich 245, Delegación Miguel Hidalgo, 11529 Ciudad De México, Cdmx, Miguel Hidalgo, Distrito Federal (cdmx)|30000|3|3.0|145|19.4416421|-99.2039005|19.4416421,-99.2039005|8.13361113869306 km
  Villalongin 82, Cuauhtémoc, Distrito Federal (cdmx)|18500|2|2.0|95|19.432859|-99.1639295|19.432859,-99.16392950000001|4.011292220877284 km
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|20|19.3584142|-99.1777706|19.3584142,-99.17777059999999|7.434299393989363 km
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|28000|2|2.0|45|19.3584142|-99.1777706|19.3584142,-99.17777059999999|7.434299393989363 km
  Lamartine 0, 501, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|120|19.432127800000004|-99.1897538|19.432127800000004,-99.18975379999999|6.352328970665878 km
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|155240|4|4.0|400|19.4279636|-99.221941|19.4279636,-99.221941|9.471803468997715 km
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|174645|3|4.0|353|19.4279636|-99.221941|19.4279636,-99.221941|9.471803468997715 km
  Ejército Nacional 225, Ciudad De México, Distrito Federal (cdmx)|23000|2|2.0|104|19.4367558|-99.17931109999999|19.4367558,-99.1793111|5.593402958769988 km
  Calle Pitágoras 284, Benito Juárez, Distrito Federal (cdmx)|19405|1|1.0|71|19.3983501|-99.1573626|19.398350100000002,-99.1573626|2.8571054463388372 km
  Arquimedes 196, 2, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|36000|3|3.0|200|19.4363783|-99.19075240000001|19.4363783,-99.1907524|6.635954885919585 km
  Carretera Mexico Toluca 2500, Santa Fe Cuajimalpa, Cuajimalpa De Morelos|27000|3|4.0|127|19.3888472|-99.2400876|19.388847199999997,-99.2400876|11.450439559242588 km
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|7500|2|1.0|72|19.2751896|-99.17243859999999|19.2751896,-99.1724386|15.564235656398496 km
  Yaquis 1, Tlalpan, Distrito Federal (cdmx)|4000|2|1.0|33|19.2751896|-99.17243859999999|19.2751896,-99.1724386|15.564235656398496 km
  Nubia 264, Del Recreo, Azcapotzalco, Distrito Federal (cdmx)|10500|2|1.0|55|19.4735213|-99.1823344|19.4735213,-99.1823344|8.621030723148756 km
  Calzada De Tlalpan 1510, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)|14000|2|2.0|70|19.3632488|-99.1424011|19.3632488,-99.1424011|5.352096344466865 km
  Begonias 1, Clavería, Azcapotzalco, Distrito Federal (cdmx)|8750|2|1.0|75|19.4635773|-99.1805139|19.4635773,-99.18051390000001|7.638379803717599 km
  Prolongación Paseo De La Reforma 307, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|19500|2|2.0|75|19.3795682|-99.2538313|19.3795682,-99.2538313|13.098482373553848 km
  José María Izazaga 20, Distrito Federal (cdmx)|18000|2|1.0|80|19.426923100000003|-99.1408698|19.426923100000003,-99.1408698|1.935527849463177 km
  Renta Residencial La Jolla Bosques De La Reforma 1592, Bosques De Las Lomas, Cuajimalpa De Morelos, Bosques De Las Lomas, Cuajimalpa De Morelos|97025|3|3.0|400|19.3846052|-99.2638167|19.3846052,-99.2638167|13.986085494759488 km
  Mimosa 3, Distrito Federal (cdmx)|3500|1|1.0|30|19.3335691|-99.233711|19.333569100000002,-99.233711|13.560427967711163 km
  Calle  3, Agrícola Pantitlán, Iztacalco|3500|1|1.0|35|19.413731100000003|-99.0644816|19.413731100000003,-99.0644816|7.263675091879878 km
  Calzada De Las Aguilas 1124, Ciudad De México, Distrito Federal (cdmx)|7700|2|1.0|60|19.3492373|-99.2248749|19.349237300000002,-99.2248749|11.770047315161772 km
  Bahia De San Hipolito 43, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|17500|2|2.0|74|19.4400986|-99.1768242|19.4400986,-99.17682420000001|5.576978456721314 km
  Barranquilla 139, Gustavo A. Madero, Distrito Federal (cdmx)|10500|2|1.0|66|19.5019839|-99.1276727|19.5019839,-99.1276727|10.105456897102483 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Ave. Carlos Lazo 20, Álvaro Obregón, Distrito Federal (cdmx)|22000|1|1.0|120|19.3638252|-99.2659316|19.363825199999997,-99.2659316|14.846821581298924 km
  6ta Cerrada De Francisco I Madero, Ex Ejido De Santa Ursula Coapa, Ex-ejido De Santa Ursula Coapa, Ciudad De México|2900|3||80|19.3043162|-99.1413745|19.3043162,-99.1413745|11.823206310362307 km
  Calle La Paz  6 Colonia San Lorenzo Huipulco, San Lorenzo Huipulco, Tlalpan, Distrito Federal (cdmx)|2500|34|14.0|200|19.2985134|-99.1487787|19.298513399999997,-99.1487787|12.539291283971034 km
  Pocito 139, 7, Popotla, Miguel Hidalgo, Distrito Federal (cdmx)|8300|3|1.0|70|19.455213600000004|-99.1827196|19.455213600000004,-99.1827196|7.12293519263604 km
  Prol Bosque De La Reforma 1455, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|56500|3|4.0|380|19.3878909|-99.2631725|19.3878909,-99.2631725|13.848378960743736 km
  Av. Aquiles Serdan 671, Centro De Azcapotzalco, Distrito Federal (cdmx)|13200|2|1.0|64|19.4836447|-99.1878718|19.4836447,-99.1878718|9.869842403767677 km
  Jesús Lecuona 90, 3, Tlalpan, Distrito Federal (cdmx)|8500|2|1.0|80|19.2850406|-99.1982905|19.285040600000002,-99.1982905|15.499707719993403 km
  Av. Jardín 257, Ampliación Del Gas, Azcapotzalco, Distrito Federal (cdmx)|13000|1|1.0|51|19.465393|-99.1589121|19.465393,-99.1589121|6.59638852138541 km
  Andres Molina Enriquez 4118, Cuauhtémoc, Distrito Federal (cdmx)|5000|1|1.0|40|19.4069017|-99.1285417|19.4069017,-99.1285417|0.6870235131768706 km
  Etla 15, Cuauhtémoc, Cuauhtémoc, Distrito Federal (cdmx)|21000|1|1.0|50|19.4064379|-99.1753665|19.4064379,-99.17536650000001|4.416877473726308 km
  Miguel De Cervantes De Saavedra 303, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|1455375|3|3.0|221|19.4406926|-99.2047001|19.440692600000002,-99.2047001|8.166905584177561 km
  Jesus Del Monte 245, Jesús Del Monte, Cuajimalpa De Morelos|23500|2|2.0|98|19.3675283|-99.2925703|19.3675283,-99.2925703|17.37710905595485 km
  Miguel De Cervantes Saavedra 443, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|43000|3|2.0|110|19.4406215|-99.2079858|19.4406215,-99.2079858|8.480607616478283 km
  Avenida 2 200, San Pedro De Los Pinos, Álvaro Obregón, Distrito Federal (cdmx)|14500|2|2.0|90|19.3887582|-99.1845614|19.388758199999998,-99.1845614|5.888324087862041 km
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|6500|2|1.0|60|19.2876015|-99.2258515|19.2876015,-99.2258515|16.7389356446265 km
  Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|5200|2|1.0|60|19.2876015|-99.2258515|19.2876015,-99.2258515|16.7389356446265 km
  Bartolome R Salido 166, Vertiz Narvarte, Benito Juárez, Distrito Federal (cdmx)|16000|2|2.0|76|19.3821537|-99.1503048|19.3821537,-99.1503048|3.631953858306775 km
  Avenida Parque Lira 141, 12, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|15000|2|1.0|95|19.4043632|-99.1877986|19.4043632,-99.1877986|5.740713242090455 km
  Prol. Paseo De La Reforma 3700, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|56500|3|4.0|380|19.3883491|-99.2409138|19.3883491,-99.24091379999999|11.547041303216304 km
  Antigua Taxqueña 164, Coyoacán, Distrito Federal (cdmx)|17500|3|2.0|115|19.3451105|-99.1530858|19.3451105,-99.1530858|7.562104415573589 km
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.20165159999999|19.4423271,-99.2016516|7.952661528136879 km
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.20165159999999|19.4423271,-99.2016516|7.952661528136879 km
  Gabino Barreda 117, San Rafael, Ciudad De México|4500|2|1.0|70|19.4361769|-99.16443149999999|19.436176899999996,-99.1644315|4.283966735244675 km
  Av Tamapulipas 250, San Francisco Culhuacán Barrio De Santa Ana, Ciudad De México|66000|4|4.0|320|19.333673|-99.123239|19.333673,-99.123239|8.613787446653951 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Parras 15, Hipódromo, Cuauhtémoc, 06100, México D.f., Distrito Federal (cdmx)|4500|1|1.0|11|19.4146434|-99.1702334|19.4146434,-99.1702334|3.872975121393906 km
  Avenida México No. 133, Colonia Hipódromo, Delegación Cuauhtémoc, Ciudad De México, Ciudad De México, Distrito Federal (cdmx)|15500|1|1.0|40|19.4107758|-99.16902259999999|19.4107758,-99.1690226|3.7232335964778507 km
  Calle 4 Num 308, Agrícola Pantitlán, Iztacalco|4500|2|1.0|60|19.4155236|-99.0623488|19.4155236,-99.0623488|7.498458680684653 km
  Arquimedes 1, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|240|19.4261608|-99.1917496|19.4261608,-99.1917496|6.34018851776914 km
  Cuitlahuac 19, Isidro Fabela, Tlalpan, Distrito Federal (cdmx)|15500|3|3.0|120|19.2974784|-99.1707496|19.2974784,-99.1707496|13.14538669353542 km
  Parque Lira 0, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|15000|2|1.0|93|19.4099693|-99.19050959999998|19.4099693,-99.19050959999998|5.980859241328071 km
  Rio Elba 30, Cuauhtémoc, Distrito Federal (cdmx)|21000|2|1.0|120|19.4254132|-99.1748833|19.425413199999998,-99.1748833|4.627760583314753 km
  Cerrada De La Cruz 12, Cuajimalpa De Morelos, Distrito Federal (cdmx)|21000|2|2.0|94|19.3574017|-99.287644|19.3574017,-99.287644|17.232945306758957 km
  San Marcos 11, Ciudad De México, Distrito Federal (cdmx)|16300|3|3.0|120|19.3075075|-99.2306311|19.3075075,-99.2306311|15.32616880101485 km
  Plutarco Elias Calles 282, Iztacalco, Distrito Federal (cdmx)|10000|2|1.0|72|19.3978246|-99.1119502|19.3978246,-99.1119502|2.69125921854357 km
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10100|2|2.0|65|19.4814269|-99.1948158|19.4814269,-99.1948158|10.117588673458371 km
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10000|2|2.0|67|19.4814269|-99.1948158|19.4814269,-99.1948158|10.117588673458371 km
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10100|2|2.0|65|19.4814269|-99.1948158|19.4814269,-99.1948158|10.117588673458371 km
  Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10000|2|2.0|67|19.4814269|-99.1948158|19.4814269,-99.1948158|10.117588673458371 km
  Fracc Copal Lt 2 Edf D104, San Pedro Zacatenco, Gustavo A. Madero|1500|2|1.0|1|19.506951500000003|-99.1214045|19.506951500000003,-99.12140450000001|10.712823427629784 km
  Av Ejercito Nacional 769 Esq Moliere, Miguel Hidalgo, Ciudad De México, Distrito Federal (cdmx)|38000|2|2.0|115|19.439641|-99.1995083|19.439641,-99.1995083|7.622009955064268 km
  2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2500|1|1.0|35|19.496732|-99.1425129|19.496732,-99.14251290000001|9.551300329899355 km
  Revillagigedo 18, Distrito Federal (cdmx)|34929|3|2.0|115|19.4342202|-99.1456585|19.4342202,-99.1456585|2.8799020312825596 km
  Lago Alberto 00, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|25000|2|2.0|90|19.4386555|-99.1808203|19.4386555,-99.1808203|5.838084794577223 km
  Av. De Los Bosques 1516 Col. Lomas De Chamizal, Lomas Del Chamizal, Cuajimalpa De Morelos|45000|3|4.0|285|19.3996683|-99.2564867|19.399668300000002,-99.25648670000001|12.969471731946992 km
  Cholula 10, Hipódromo Condesa, Cuauhtémoc, Distrito Federal (cdmx)|28750|2|2.0|93|19.4102375|-99.1736072|19.4102375,-99.1736072|4.20532864275485 km
  Avenida Paseo De Las Palmas 800, Lomas De Chapultepec I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|679175|3|3.0|320|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Lago Zurich 244 Ph, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|110|19.442756600000006|-99.202496|19.442756600000003,-99.202496|8.0531987448862 km
  Concepcion Beistigui 616, 201, Del Valle, Benito Juárez, Distrito Federal (cdmx)|15000|2|2.0|80|19.3898495|-99.1674013|19.3898495,-99.1674013|4.247091264766391 km
  Miguel De Cervantes Saavedra 380, Colonia Irrigación, Miguel Hidalgo, Distrito Federal (cdmx)|35000|2|2.0|154|19.4398116|-99.2057069|19.439811600000002,-99.2057069|8.225266453572551 km
  Cuitlahuac 44, Guadalupe Victoria, Ciudad De México|8500|2|2.0|60|19.4715893|-99.1396748|19.4715893,-99.13967480000001|6.752285768123931 km
  Sullana 700, Lindavista Sur, Gustavo A. Madero|2300|1|1.0|500|19.4927652|-99.1392376|19.4927652,-99.13923759999999|9.085436173046007 km
  Mazaryk 400, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|50000|4|5.0|350|19.4317034|-99.198464|19.4317034,-99.198464|7.1947875474672 km
  Calzada Del Hueso 300, Ciudad De México, Distrito Federal (cdmx)|6000|1|1.0|20|19.3079824|-99.1341744|19.3079824,-99.1341744|11.389107600965128 km
  Sur 143 1614, Iztacalco, Distrito Federal (cdmx)|7000|2|1.0|120|19.3878741|-99.0984258|19.3878741,-99.09842579999999|4.4842124292550505 km
  A 2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2500|1|1.0|40|19.496732|-99.1425129|19.496732,-99.14251290000001|9.551300329899355 km
  Josafat F. Márquez 26, Colonial Iztapalapa, Iztapalapa, Distrito Federal (cdmx)|7500|2|2.0|78|19.3446888|-99.0573055|19.3446888,-99.0573055|10.856338370971532 km
  Av. Talleres Graficos 42b, Agrícola Pantitlán, Iztacalco|5500|2|1.0|64|19.4145621|-99.07126579999999|19.4145621,-99.0712658|6.556962695012827 km
  Calle 31 No. 13, Álvaro Obregón, Col. Olivar Del Conde, Álvaro Obregón, Distrito Federal (cdmx)|4000|2|1.0|64|19.3721312|-99.2207334|19.372131200000002,-99.2207334|10.109892764320573 km
  Alpes 2001 Periferico Sur, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|2.0|76|19.3305129|-99.210092|19.3305129,-99.210092|11.989188841257615 km
  Calle 31-13 Col. Olivar Del Conde 2da Sección, Delegación Álvaro Obregón, Ciudad De México, Distrito Federal (cdmx)|4200|2|1.0|140|19.3721312|-99.2207334|19.372131200000002,-99.2207334|10.109892764320573 km
