Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)|Latitud|Longitud|Coordinates|Distance
  Guanábana 10, Nueva Santa Maria, Azcapotzalco, Distrito Federal (cdmx)|10500|2|1.0|75|19.4593296|-99.1691353|19.4593296,-99.1691353|6.5365537761663 km
  Calle10, San Pedro De Los Pinos, Benito Juárez, Distrito Federal (cdmx)|25000|2|2.0|90|19.3893443|-99.18854559999998|19.3893443,-99.18854559999998|6.246327311491292 km
  Etla 10, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|35000|3|2.0|140|19.4064776|-99.1751463|19.406477600000002,-99.1751463|4.393404318701037 km
  Avenida Centenario 2025, Distrito Federal (cdmx)|19000|2|2.0|3,183|19.4984052|-99.0957846|19.4984052,-99.09578459999999|10.471220033865887 km
  Lago Zirahuen 98, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|11500|2|1.0|58|19.4451923|-99.1728766|19.445192300000002,-99.1728766|5.610247802732323 km
  Minatitlan 54, San Jerónimo Aculco, La Magdalena Contreras, Distrito Federal (cdmx)|18500|2|2.0|122|19.3167615|-99.2271361|19.3167615,-99.2271361|14.322726720044288 km
  Popocatepetl 435, 9, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|19100|2|2.0|77|19.3649878|-99.1618347|19.364987799999998,-99.1618347|5.882671851537209 km
  Departamento Graden En Renta En Lomas De Chapultepec Con 1 Recamara, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|26500|1|2.0|100|19.4194815|-99.18945579999999|19.4194815,-99.1894558|5.9461488677794865 km
  Jesus Del Monte 274, Jesús Del Monte, Cuajimalpa De Morelos|55000|3|2.0|360|19.3901493|-99.2922717|19.3901493,-99.2922717|16.826257447182062 km
  Popocatepetl 435, 20, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|31500|3|3.0|94|19.3649878|-99.1618347|19.364987799999998,-99.1618347|5.882671851537209 km
  Avenida Vasco De Quiroga 1635, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|5000|2|1.0|55|19.382186800000003|-99.2392743|19.382186800000003,-99.2392743|11.547779381774145 km
  Yacatas 24, 6, Narvarte, Benito Juárez, Distrito Federal (cdmx)|16500|3|1.0|110|19.400962|-99.1548005|19.400962,-99.15480050000001|2.4845423367770243 km
  Nellie Campobello 129, Carola, Álvaro Obregón, Distrito Federal (cdmx)|69858|2|1.0|72|19.3837964|-99.1971753|19.383796399999998,-99.1971753|7.32195825212382 km
  Fernando Alencastre 240, Lomas De Chapultepec Iv Sección, Miguel Hidalgo, Distrito Federal (cdmx)|23000|2|2.0|130|19.4213851|-99.2041352|19.421385100000002,-99.20413520000001|7.501797286967412 km
  Cumbres De Acultzingo 67, 108, Narvarte, Benito Juárez, Distrito Federal (cdmx)|9500|2|1.0|70|19.3923314|-99.14784209999999|19.3923314,-99.1478421|2.540870656758361 km
  Vértiz 983, Col. Vértiz Narvarte, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|108|19.385499600000006|-99.1522473|19.385499600000003,-99.1522473|3.4252776414983774 km
  Ave De Las Torres 805, Colonia Olivar De Los Padres, Álvaro Obregón, Distrito Federal (cdmx)|18500|2|2.0|104|19.3342912|-99.239905|19.3342912,-99.23990500000001|14.022751921479214 km
  Pico De Verapaz 4, Jardines En La Montaña, Tlalpan, Distrito Federal (cdmx)|65000|3|4.0|400|19.2975321|-99.1964441|19.2975321,-99.1964441|14.178488328180094 km
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|155240|4|4.0|400|19.4279636|-99.221941|19.4279636,-99.221941|9.471803468997715 km
  Sierra Gorda 23, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|174645|3|4.0|353|19.4279636|-99.221941|19.4279636,-99.221941|9.471803468997715 km
  Avenida Mexico Coyoacan 371, Xoco, Benito Juárez, Distrito Federal (cdmx)|22000|2|2.0|80|19.3613949|-99.16319399999999|19.3613949,-99.163194|6.29858537617439 km
  Bosque De Radiatas 14, 2b, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|38000|3|4.0|312|19.3886948|-99.2520349|19.3886948,-99.2520349|12.682670339940891 km
  Citlaltépetl 54, 9, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|65000|2|3.0|220|19.4080605|-99.1717804|19.4080605,-99.1717804|4.024913626110984 km
  Ruben Dario 100, Miguel Hidalgo, Distrito Federal (cdmx)|60000|3|2.0|200|19.4289326|-99.1846333|19.4289326,-99.1846333|5.723289244029376 km
  Av. Popocatépetl 000, Xoco, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|100|19.362775|-99.1634115|19.362775,-99.1634115|6.177771591028552 km
  Av. El Bordo 85 Col Ex Hacienda Tlalpan, Tlalpan, Distrito Federal (cdmx)|18000|2|2.0|88|19.3066704|-99.13817829999999|19.3066704,-99.1381783|11.544306344459425 km
  Nicolas San Juan 279, Del Valle Centro, Benito Juárez, Distrito Federal (cdmx)|19500|2|2.0|112|19.3986044|-99.1607849|19.3986044,-99.16078490000001|3.1640754044696004 km
  Jesus Del Monte 34, Jesús Del Monte, Cuajimalpa De Morelos|17500|1|1.0|50|19.3954203|-99.28992509999999|19.3954203,-99.2899251|16.511265317968476 km
  Guanajuato 44, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|23000|2|2.0|70|19.4173783|-99.1563673|19.4173783,-99.1563673|2.5001338560920883 km
  Mar Adriático 100, Popotla, Miguel Hidalgo, Distrito Federal (cdmx)|25000|2|2.0|130|19.4521319|-99.17999499999999|19.452131899999998,-99.179995|6.680724579301101 km
  Av. Ejercito Nacional 769 Esquina Moliere, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|30000|2|2.0|105|19.439641|-99.1995083|19.439641,-99.1995083|7.622009955064268 km
  Aguascalientes 185, 5, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|25000|2|2.0|100|19.4077573|-99.1704832|19.4077573,-99.1704832|3.8919153470834327 km
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|18000|3|2.0|80|19.4714503|-99.1613575|19.4714503,-99.1613575|7.3135970587742465 km
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|13000|2|2.0|65|19.4714503|-99.1613575|19.4714503,-99.1613575|7.3135970587742465 km
  R.salido 166, Independencia, Benito Juárez, Distrito Federal (cdmx)|13950|2|2.0|75|19.3821537|-99.1503048|19.3821537,-99.1503048|3.631953858306775 km
  Cleveland 6, Ciudad De Los Deportes, Benito Juárez, Distrito Federal (cdmx)|2800000|2|2.0|84|19.3813898|-99.1810249|19.3813898,-99.18102490000001|5.957372510077454 km
  Amsterdam 1, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|38810|2|2.0|140|19.41535|-99.1669756|19.41535,-99.1669756|3.543101194762247 km
  Ph En Renta Amueblado De 2 Nivles Y Roof Garden En Bosques De Las Lomas, Bosques De Las Lomas, Cuajimalpa De Morelos|950845|3|3.0|380|19.3904162|-99.2550003|19.390416199999997,-99.2550003|12.953679035900743 km
  Lago Neuchatel 12, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|29000|2|3.0|126|19.4423516|-99.20139379999999|19.442351600000002,-99.2013938|7.929521261267055 km
  Lago Alberto 320, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|36000|3|2.0|150|19.4404402|-99.1851841|19.4404402,-99.18518409999999|6.332098659755514 km
  Guanajuato 66, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|22000|2|2.0|119|19.417109600000003|-99.1574963|19.417109600000003,-99.1574963|2.6058565425724756 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2600|1|1.0|22|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Prolongación Paseo De La Reforma 260, Santa Fe Cuajimalpa, Cuajimalpa De Morelos|24000|3|2.0|100|19.3742203|-99.2612165|19.3742203,-99.2612165|14.00817286525195 km
  Bahía De Santa Barbara 0, 3, Veronica Anzures, Miguel Hidalgo, Distrito Federal (cdmx)|22000|2|2.0|93|19.4364254|-99.1748617|19.436425399999997,-99.17486170000001|5.177554887031031 km
  Avenida De Los Poetas 100, Colonia Cuajimalpa, Cuajimalpa De Morelos|49000|3|4.0|318|19.3518443|-99.2592438|19.3518443,-99.2592438|14.72991384528267 km
  General Mariano Escobedo 248, Miguel Hidalgo, Distrito Federal (cdmx)|25500|2|2.0|94|19.4423448|-99.18571659999999|19.4423448,-99.1857166|6.490712697166675 km
  Prol. Paseo De La Reforma 1, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|22000|2|2.0|65|19.3804527|-99.2521306|19.3804527,-99.2521306|12.900357395546388 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Textitlán 42, Santa Ursula Coapa, Coyoacán, Distrito Federal (cdmx)|8000|2|1.0|60|19.3128007|-99.14258850000002|19.312800699999997,-99.14258850000002|10.896804459066862 km
  Departamento En Renta En Polanco Con 3 Recamaras., Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|58215|3|3.0|250|19.431859|-99.186622|19.431859,-99.186622|6.03653782333064 km
  Chosica 655-3 Col.lindavista, Ciudad De México, Distrito Federal (cdmx)|13800|2|1.0|120|19.490405|-99.1357157|19.490405,-99.1357157|8.807552892956847 km
  Av. Presidente Masaryk 123, Polanco, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|37200|2||60|19.4319122|-99.19548990000001|19.4319122,-99.1954899|6.907405297040687 km
  Goldsmith a, 0, Polanco Iii Sección, Miguel Hidalgo, Distrito Federal (cdmx)|77620|3|4.0|180|19.4331242|-99.2005531|19.433124199999998,-99.2005531|7.4534206108197845 km
  Damas 76, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|28000|3|3.0|171|19.3657248|-99.183387|19.365724800000002,-99.183387|7.235421185420973 km
  Av Bonampak Sm27 01, Benito Juárez, Distrito Federal (cdmx)|45000|4|4.0|320|19.3824573|-99.1520774|19.3824573,-99.15207740000001|3.696983171992253 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2600|1|1.0|22|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Bajio 232, Roma Sur, Cuauhtémoc, Distrito Federal (cdmx)|19500|2|2.0|105|19.4033523|-99.1643404|19.4033523,-99.16434040000001|3.336862413217192 km
  Popocatpetl 233 Santa Cruz Atoyac, Distrito Federal (cdmx)|14000|2|2.0|70|19.3624946|-99.1571447|19.3624946,-99.1571447|5.899405295399972 km
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|25800|2|2.0|48|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|19980|1|1.0|36|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Genova 20, Juárez, Cuauhtémoc, Distrito Federal (cdmx)|20000|2|2.0|118|19.4271789|-99.1642755|19.427178899999998,-99.1642755|3.695638327718838 km
  Bruno Traven 93, 1, General Pedro Maria Anaya, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|100|19.3606089|-99.1600859|19.3606089,-99.1600859|6.221540638761602 km
  Prolongación 5 De Mayo, Lomas De Tarango, Álvaro Obregón, Distrito Federal (cdmx)|6950|2|1.0|46|19.3609065|-99.21569559999999|19.3609065,-99.2156956|10.24718137625786 km
  Av. Mexico 359, Cuajimalpa De Morelos, Distrito Federal (cdmx)|23500|3|3.0|148|19.3660535|-99.2981805|19.3660535,-99.2981805|17.98867429938561 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Av. Santa Fe 449, Cuajimalpa De Morelos, Distrito Federal (cdmx)|20000|3|3.0|173|19.3621383|-99.26670329999999|19.3621383,-99.2667033|14.989013092064612 km
  Culiacán 108, Condesa, Ciudad De México, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|21500|2|2.0|130|19.4036622|-99.16999399999999|19.4036622,-99.169994|3.90758249598648 km
  Lago Alberto 300, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|26000|2|2.0|93|19.4400628|-99.18302659999999|19.4400628,-99.1830266|6.117094012036179 km
  Lago Alberto 300, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|18000|1|1.0|52|19.4400628|-99.18302659999999|19.4400628,-99.1830266|6.117094012036179 km
  Av. De Las Torres Al 800, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|54|19.331789800000006|-99.244923|19.331789800000003,-99.244923|14.610481466732715 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Tiburcio Sánchez De La Barquera 115, Merced Gómez, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|98|19.363917|-99.1901873|19.363917,-99.1901873|7.897962664785524 km
  Chosica 655-3 Col. Lindavista, Distrito Federal (cdmx)|13800|2|1.0|120|19.490405|-99.1357157|19.490405,-99.1357157|8.807552892956847 km
  Xicoténcatl 137, Colonia Del Carmen, Coyoacán, Distrito Federal (cdmx)|10000|1|1.0|60|19.3548977|-99.1544151|19.3548977,-99.1544151|6.571046794026104 km
  Mexico Coyoacan 371, Xoco, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|80|19.3613949|-99.16319399999999|19.3613949,-99.163194|6.29858537617439 km
  Sanchez Azcona 1651, Del Valle Sur, Benito Juárez, Distrito Federal (cdmx)|17000|2|1.0|114|19.3710629|-99.165752|19.3710629,-99.165752|5.55332888296873 km
  Prolongación Reforma 1190, Cuajimalpa De Morelos, Distrito Federal (cdmx)|35000|2|2.0|140|19.360798000000006|-99.2694851|19.360798000000003,-99.2694851|15.315136707630115 km
  Calle Duna Edificio 40 Depto 1 Unidad Habitacional Patera Vallejo, Vallejo, Ciudad De México|7200|3|1.0|80|19.5027865|-99.1544184|19.5027865,-99.1544184|10.40802378332049 km
  Oasis 94, Clavería, Azcapotzalco, Distrito Federal (cdmx)|13000|3|1.0|94|19.46637|-99.1817288|19.46637,-99.18172879999999|7.957494615427222 km
  Chicago 98, Nápoles, Benito Juárez, Distrito Federal (cdmx)|58215|3|3.0|190|19.3963503|-99.1758478|19.396350299999998,-99.1758478|4.722102550945815 km
  Jose Rosas Moreno 96, San Rafael, Cuauhtémoc, Distrito Federal (cdmx)|20500|2|1.0|74|19.4368225|-99.1620265|19.4368225,-99.1620265|4.145431278731713 km
  Andres De La Concha 10, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|18000|2|2.0|120|19.3687256|-99.1868552|19.3687256,-99.1868552|7.286060544262255 km
  Ahuehuetes Nte 1275, 401, Bosques De Las Lomas, Cuajimalpa De Morelos|54000|3|3.0|305|19.3986208|-99.2557117|19.3986208,-99.2557117|12.900155023131774 km
  7 (periferico Oriental), Iztacalco, Distrito Federal (cdmx)|6000|2|1.0|45|19.3971015|-99.0584708|19.3971015,-99.0584708|8.03428898102293 km
  Av.jardín 330 Colonia Del Gas, Azcapotzalco, Distrito Federal (cdmx)|9500|2|2.0|76|19.468983|-99.1595607|19.468982999999998,-99.15956070000001|6.988176790325694 km
  Av Tamaulipas 1236, Álvaro Obregón, Distrito Federal (cdmx)|9200|1|1.0|39|19.3650508|-99.2415788|19.3650508,-99.2415788|12.427435572611401 km
  Revolucion 1185, Merced Gomez, Álvaro Obregón, Distrito Federal (cdmx)|15000|2|2.0|65|19.3637814|-99.1893241|19.363781399999997,-99.1893241|7.839886128603038 km
  Juan Augusto Ingres 143, Santa Maria Nonoalco, Benito Juárez, Distrito Federal (cdmx)|13000|2|1.0|65|19.383029500000006|-99.1889104|19.383029500000003,-99.18891040000001|6.578856210765352 km
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495|19.2716716,-99.208495|17.302960589883423 km
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495|19.2716716,-99.208495|17.302960589883423 km
  Popocatepetl 415, 604, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|22000|2|2.0|86|19.3648302|-99.16136259999999|19.3648302,-99.1613626|5.872934192464612 km
  Heraclito 2, Polanco V Sección, Miguel Hidalgo, Distrito Federal (cdmx)|48000|3|2.0|254|19.4324596|-99.19034909999999|19.4324596,-99.1903491|6.424012274087791 km
  Departamento En Renta En Carrimon De 3 Recamaras, Bosques De Las Lomas, Bosques De Las Lomas, Cuajimalpa De Morelos|50000|3|3.0|290|19.3853815|-99.2541083|19.3853815,-99.2541083|12.97133341778986 km
  Adolfo Prieto 1033, 402, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|3.0|116|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Tiztik 9 Teotihuacan, Ciudad De México, Distrito Federal (cdmx)|14500|2|2.0|130|19.3613019|-99.1884152|19.361301899999997,-99.1884152|7.955607261283531 km
  Av. Cuauhtémoc 997, 5, Narvarte, Benito Juárez, Distrito Federal (cdmx)|19900|2|2.0|105|19.3825328|-99.1584744|19.3825328,-99.1584744|4.08395425388813 km
  Avenida Mexico Coyoacan 0, Xoco, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|80|19.362775|-99.1634115|19.362775,-99.1634115|6.177771591028552 km
  Avenida Mariano Escobedo, Esquina Con Lago Alberto, Colonia Anáhuac, 11490 Ciudad De México, Cdmx, Miguel Hidalgo, Distrito Federal (cdmx)|30000|2|2.0|110|19.4397908|-99.18352469999999|19.4397908,-99.1835247|6.145833704935825 km
  Departamento En Renta En Aquario Con 2 Recamaras En Interlomas., Jesús Del Monte, Cuajimalpa De Morelos|23500|2|1.0|140|19.383654|-99.2917621|19.383654,-99.2917621|16.88689175565179 km
  Jose Moran 00, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|32000|2|2.0|150|19.4096184|-99.1862618|19.4096184,-99.1862618|5.535613765458139 km
  Zurich 272, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|46000|3|4.0|162|19.4413824|-99.20284759999998|19.4413824,-99.20284759999998|8.021190939160363 km
  Cda. De Guillermo Prieto 38, Jesús Del Monte, Cuajimalpa De Morelos|15000|2|3.0|134|19.3749968|-99.2955|19.374996799999998,-99.2955|17.466437054941554 km
  Departamento En Renta En Bosques De Las Lomas De 3 Recamaras, Cdmx, Bosques De Las Lomas, Cuajimalpa De Morelos|46000|3|3.0|292|19.3904162|-99.2550003|19.390416199999997,-99.2550003|12.953679035900743 km
  León Trotsky 58, 58, Romero Rubio, Venustiano Carranza, Distrito Federal (cdmx)|4800|2|1.0|50|19.4463679|-99.1015011|19.4463679,-99.1015011|5.175816175477931 km
  Pennsylvania 229, 101, Nápoles, Benito Juárez, Distrito Federal (cdmx)|20500|2|2.0|98|19.3869789|-99.1773521|19.3869789,-99.1773521|5.30450519194503 km
  Lago Alberto 320, Miguel Hidalgo, Distrito Federal (cdmx)|38000|3|3.0|156|19.4405817|-99.1865548|19.4405817,-99.1865548|6.463704233925369 km
  Tarasco 52 Interior Depto 801, Edificio “n”, Colonia Degollado, Delegación Iztapalapa, Ciudad De Mexico, Desarrollo Urbano Quetzalcoatl, Ciudad De México|4000|2|1.0|50|19.358566600000003|-99.0732118|19.358566600000003,-99.0732118|8.586308552568473 km
  1, Acacias, Benito Juárez, Distrito Federal (cdmx)|30000|4|2.0|1|19.3638034|-99.1732124|19.3638034,-99.17321240000001|6.669296223395738 km
  Angel Urraza 1839, Independencia, Benito Juárez, Distrito Federal (cdmx)|17500|2|2.0|75|19.3799168|-99.1518631|19.3799168,-99.1518631|3.9279319932749956 km
  Arquimedes 200, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|27000|2|1.0|60|19.4366554|-99.1907925|19.436655399999996,-99.1907925|6.652865947889711 km
  Jesus Del Monte 0, 0, Jesús Del Monte, Cuajimalpa De Morelos|22000|2|2.0|100|19.365976|-99.29107619999999|19.365976,-99.2910762|17.27503410438235 km
  Blvd Adolfo Lopez Mateos 1951, Los Alpes, Álvaro Obregón, Distrito Federal (cdmx)|15000|1|2.0|60|19.3606836|-99.1924411|19.3606836,-99.1924411|8.312586382858184 km
  Paseo De Laureles 410, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|38000|3|4.0|323|19.3800571|-99.26632049999999|19.380057100000002,-99.2663205|14.35485129430445 km
  Capricornio 73, Prado Churubusco, Coyoacán, Distrito Federal (cdmx)|14000|3|3.0|102|19.3548891|-99.1247671|19.3548891,-99.1247671|6.265225685621279 km
  Adolfo Prieto 1033, 102, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|3|2.0|136|19.386347600000004|-99.16909509999999|19.386347600000004,-99.1690951|4.613900836306483 km
  Eje Central 1130, San Simon Ticumac, Benito Juárez, Distrito Federal (cdmx)|14500|2|1.0|70|19.3754112|-99.1487747|19.3754112,-99.1487747|4.237191910247462 km
  Departamento De 2 Niveles En Renta En Magna Residencial, Santa Fe., El Yaqui, Cuajimalpa De Morelos|30715|2|2.0|120|19.3628654|-99.283072|19.362865399999997,-99.283072|16.578816837338092 km
  Arquimedes 191, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|29000|2|2.0|167|19.4361783|-99.1905915|19.436178299999998,-99.19059150000001|6.611257244858043 km
  Independencia 1, Tizapan, Álvaro Obregón, Distrito Federal (cdmx)|13500|2|2.0|97|19.3381331|-99.1995779|19.3381331,-99.19957790000001|10.625679543604633 km
  Popocatepetl 00x, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|19000|2|2.0|85|19.3643609|-99.16186929999999|19.3643609,-99.1618693|5.944505328460537 km
  Camino Real De Minas 17, Lomas De Los Angeles Del Pueblo Tetelpan, Álvaro Obregón, Distrito Federal (cdmx)|20000|2|3.0|150|19.346277800000006|-99.2127392|19.346277800000003,-99.2127392|10.967351304991306 km
  Cofre De Perote 220, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|59000|3|4.0|298|19.426197100000003|-99.22246240000001|19.426197100000003,-99.2224624|9.488598815312773 km
  Calzada Desierto De Los Leones 4054, Ph 1, Atlamaya, Álvaro Obregón, Distrito Federal (cdmx)|42000|3|5.0|158|19.3470307|-99.2031199|19.3470307,-99.2031199|10.164199488306116 km
  Insurgentes Norte 57 Esquina Hamburgo, Departamento 9, Colonia Juarez, Benito Juárez, Distrito Federal (cdmx)|22000|4|2.0|140|19.4278064|-99.1610284|19.427806399999998,-99.1610284|3.439538086210056 km
  Paseo De La Reforma 284, Ciudad De México, Distrito Federal (cdmx)|22000|1|1.0|78|19.4278301|-99.1645999|19.4278301,-99.16459990000001|3.760865138933682 km
  Rafael Solana 5, Independencia, Benito Juárez, Distrito Federal (cdmx)|13200|2|2.0|70|19.3810355|-99.145823|19.3810355,-99.145823|3.5440409443757304 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2600|1|1.0|22|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609|19.2742435,-99.2281609|18.097059247734197 km
  Ibsen 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1843475|4|5.0|470|19.4313793|-99.2014307|19.4313793,-99.2014307|7.479620790312071 km
  Prolongación Paseo De La Reforma 200, Paseo De Las Lomas, Álvaro Obregón, Distrito Federal (cdmx)|12000|1|2.0|113|19.3701439|-99.2660679|19.3701439,-99.2660679|14.629544741830559 km
  Thomas A Edison 139, San Rafael, Cuauhtémoc, Distrito Federal (cdmx)|15000|2|1.0|65|19.4383727|-99.1567523|19.4383727,-99.1567523|3.8982760068051725 km
  Enrique Rebsamen 227, Del Valle, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|120|19.3994344|-99.1588824|19.399434399999997,-99.1588824|2.944148561139951 km
  Carretera Mexico Toluca 5095, El Yaqui, Cuajimalpa De Morelos|14500|1|1.0|40|19.3660268|-99.2727072|19.3660268,-99.2727072|15.435183808792566 km
  Barranca Del Muerto 212, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|70|19.3616159|-99.1838078|19.361615899999997,-99.1838078|7.5874365724268 km
  Paseo De Las Bugambilias 1000, 00, Bosques De Las Lomas, Cuajimalpa De Morelos|90000|3|4.0|395|19.3869299|-99.2689321|19.3869299,-99.2689321|14.462646685465845 km
